feature_columns,fscores
positionID_00001165,0.0
positionID_00001167,0.0
positionID_00001221,0.0
positionID_00001208,0.0
positionID_00000183,0.0
positionID_00001198,0.0
positionID_00001199,0.0
positionID_00001200,0.0
positionID_00001201,0.0
positionID_00001202,0.0
positionID_00001203,0.0
positionID_00001204,0.0
positionID_00001205,0.0
positionID_00001206,0.0
positionID_00001207,0.0
positionID_00001209,0.0
positionID_00001195,0.0
positionID_00001210,0.0
positionID_00000182,0.0
positionID_00001212,0.0
positionID_00001213,0.0
positionID_00001214,0.0
positionID_00001215,0.0
positionID_00001216,0.0
positionID_00001217,0.0
positionID_00001218,0.0
positionID_00001219,0.0
positionID_00001220,0.0
positionID_00001196,0.0
positionID_00001194,0.0
positionID_00001168,0.0
positionID_00001180,0.0
positionID_00001169,0.0
positionID_00001170,0.0
positionID_00001171,0.0
positionID_00001172,0.0
positionID_00001173,0.0
positionID_00001174,0.0
positionID_00001175,0.0
positionID_00001176,0.0
positionID_00001177,0.0
positionID_00001178,0.0
positionID_00001179,0.0
positionID_00001181,0.0
positionID_00001193,0.0
positionID_00001182,0.0
positionID_00001183,0.0
positionID_00001184,0.0
positionID_00001185,0.0
positionID_00001186,0.0
positionID_00001187,0.0
positionID_00001188,0.0
positionID_00001189,0.0
positionID_00001190,0.0
positionID_00001191,0.0
positionID_00000184,0.0
positionID_00001333,0.0
positionID_00001334,0.0
positionID_00001335,0.0
positionID_00001487,0.0
positionID_00000174,0.0
positionID_00001477,0.0
positionID_00001478,0.0
positionID_00001479,0.0
positionID_00001480,0.0
positionID_00001481,0.0
positionID_00001482,0.0
positionID_00001483,0.0
positionID_00001484,0.0
positionID_00001485,0.0
positionID_00001486,0.0
positionID_00001488,0.0
positionID_00001474,0.0
positionID_00000173,0.0
positionID_00001490,0.0
positionID_00001491,0.0
positionID_00001492,0.0
positionID_00001493,0.0
positionID_00001494,0.0
positionID_00001495,0.0
positionID_00001496,0.0
positionID_00001497,0.0
positionID_00001498,0.0
positionID_00001499,0.0
positionID_00001475,0.0
positionID_00001473,0.0
positionID_00001501,0.0
positionID_00001459,0.0
positionID_00001448,0.0
positionID_00001449,0.0
positionID_00001450,0.0
positionID_00000175,0.0
positionID_00001452,0.0
positionID_00001453,0.0
positionID_00001454,0.0
positionID_00001455,0.0
positionID_00001456,0.0
positionID_00001457,0.0
positionID_00001458,0.0
positionID_00001460,0.0
positionID_00001472,0.0
positionID_00001461,0.0
positionID_00001462,0.0
positionID_00001463,0.0
positionID_00001464,0.0
positionID_00001465,0.0
positionID_00001466,0.0
positionID_00001467,0.0
positionID_00001468,0.0
positionID_00001469,0.0
positionID_00001470,0.0
positionID_00001471,0.0
positionID_00001500,0.0
positionID_00001502,0.0
positionID_00000176,0.0
positionID_00001543,0.0
positionID_00001532,0.0
positionID_00001533,0.0
positionID_00001534,0.0
positionID_00001535,0.0
positionID_00001536,0.0
positionID_00001537,0.0
positionID_00001538,0.0
positionID_00001539,0.0
positionID_00001540,0.0
positionID_00001541,0.0
positionID_00001542,0.0
positionID_00000171,0.0
positionID_00001530,0.0
positionID_00001545,0.0
positionID_00001546,0.0
positionID_00001547,0.0
positionID_00001548,0.0
positionID_00001549,0.0
positionID_00001550,0.0
positionID_00001551,0.0
positionID_00001552,0.0
positionID_00001553,0.0
positionID_00001554,0.0
positionID_00001555,0.0
positionID_00001531,0.0
positionID_00001529,0.0
positionID_00001503,0.0
positionID_00001515,0.0
positionID_00001504,0.0
positionID_00001505,0.0
positionID_00001506,0.0
positionID_00001507,0.0
positionID_00001508,0.0
positionID_00001509,0.0
positionID_00001510,0.0
positionID_00001511,0.0
positionID_00001512,0.0
positionID_00000172,0.0
positionID_00001514,0.0
positionID_00001516,0.0
positionID_00001528,0.0
positionID_00001517,0.0
positionID_00001518,0.0
positionID_00001519,0.0
positionID_00001520,0.0
positionID_00001521,0.0
positionID_00001522,0.0
positionID_00001523,0.0
positionID_00001524,0.0
positionID_00001525,0.0
positionID_00001526,0.0
positionID_00001527,0.0
positionID_00001447,0.0
positionID_00001446,0.0
positionID_00001445,0.0
positionID_00001376,0.0
positionID_00001365,0.0
positionID_00001366,0.0
positionID_00001367,0.0
positionID_00001368,0.0
positionID_00001369,0.0
positionID_00001370,0.0
positionID_00001371,0.0
positionID_00001372,0.0
positionID_00001373,0.0
positionID_00001374,0.0
positionID_00001375,0.0
positionID_00001377,0.0
positionID_00001363,0.0
positionID_00001378,0.0
positionID_00001379,0.0
positionID_00001380,0.0
positionID_00001381,0.0
positionID_00001382,0.0
positionID_00001383,0.0
positionID_00001384,0.0
positionID_00001385,0.0
positionID_00001386,0.0
positionID_00001387,0.0
positionID_00001388,0.0
positionID_00001364,0.0
positionID_00001362,0.0
positionID_00001444,0.0
positionID_00001348,0.0
positionID_00001337,0.0
positionID_00001338,0.0
positionID_00001339,0.0
positionID_00001340,0.0
positionID_00001341,0.0
positionID_00001342,0.0
positionID_00001343,0.0
positionID_00001344,0.0
positionID_00001345,0.0
positionID_00001346,0.0
positionID_00001347,0.0
positionID_00001349,0.0
positionID_00001361,0.0
positionID_00001350,0.0
positionID_00001351,0.0
positionID_00001352,0.0
positionID_00001353,0.0
positionID_00001354,0.0
positionID_00001355,0.0
positionID_00001356,0.0
positionID_00001357,0.0
positionID_00001358,0.0
positionID_00001359,0.0
positionID_00001360,0.0
positionID_00001389,0.0
positionID_00001390,0.0
positionID_00001391,0.0
positionID_00001431,0.0
positionID_00001420,0.0
positionID_00001421,0.0
positionID_00001422,0.0
positionID_00001423,0.0
positionID_00001424,0.0
positionID_00001425,0.0
positionID_00001426,0.0
positionID_00001427,0.0
positionID_00001428,0.0
positionID_00001429,0.0
positionID_00001430,0.0
positionID_00001432,0.0
positionID_00001392,0.0
positionID_00001433,0.0
positionID_00001434,0.0
positionID_00001435,0.0
positionID_00001436,0.0
positionID_00001437,0.0
positionID_00001438,0.0
positionID_00001439,0.0
positionID_00001440,0.0
positionID_00001441,0.0
positionID_00001442,0.0
positionID_00001443,0.0
positionID_00001419,0.0
positionID_00001418,0.0
positionID_00001417,0.0
positionID_00001416,0.0
positionID_00001393,0.0
positionID_00001394,0.0
positionID_00001395,0.0
positionID_00001396,0.0
positionID_00001397,0.0
positionID_00001398,0.0
positionID_00001399,0.0
positionID_00001400,0.0
positionID_00001401,0.0
positionID_00001402,0.0
positionID_00001403,0.0
positionID_00001404,0.0
positionID_00001405,0.0
positionID_00001406,0.0
positionID_00001407,0.0
positionID_00001408,0.0
positionID_00001409,0.0
positionID_00001410,0.0
positionID_00001411,0.0
positionID_00001412,0.0
positionID_00001413,0.0
positionID_00001414,0.0
positionID_00001415,0.0
positionID_00003792,0.0
positionID_00003793,0.0
positionID_00003794,0.0
positionID_00006182,0.0
positionID_00006171,0.0
positionID_00006172,0.0
positionID_00006173,0.0
positionID_00006174,0.0
positionID_00006175,0.0
positionID_00006176,0.0
positionID_00000047,0.0
positionID_00006178,0.0
positionID_00006179,0.0
positionID_00006180,0.0
positionID_00006181,0.0
positionID_00006183,0.0
positionID_00006169,0.0
positionID_00006184,0.0
positionID_00006185,0.0
positionID_00006186,0.0
positionID_00006187,0.0
positionID_00006188,0.0
positionID_00006189,0.0
positionID_00006190,0.0
positionID_00006191,0.0
positionID_00006192,0.0
positionID_00006193,0.0
positionID_00006194,0.0
positionID_00006170,0.0
positionID_00006168,0.0
positionID_00006196,0.0
positionID_00006154,0.0
positionID_00006143,0.0
positionID_00006144,0.0
positionID_00000048,0.0
positionID_00006146,0.0
positionID_00006147,0.0
positionID_00006148,0.0
positionID_00006149,0.0
positionID_00006150,0.0
positionID_00006151,0.0
positionID_00006152,0.0
positionID_00006153,0.0
positionID_00006155,0.0
positionID_00006167,0.0
positionID_00006156,0.0
positionID_00006157,0.0
positionID_00006158,0.0
positionID_00006159,0.0
positionID_00006160,0.0
positionID_00006161,0.0
positionID_00006162,0.0
positionID_00006163,0.0
positionID_00006164,0.0
positionID_00006165,0.0
positionID_00006166,0.0
positionID_00006195,0.0
positionID_00006197,0.0
positionID_00006141,0.0
positionID_00006238,0.0
positionID_00006227,0.0
positionID_00006228,0.0
positionID_00006229,0.0
positionID_00006230,0.0
positionID_00006231,0.0
positionID_00006232,0.0
positionID_00006233,0.0
positionID_00006234,0.0
positionID_00006235,0.0
positionID_00006236,0.0
positionID_00006237,0.0
positionID_00006239,0.0
positionID_00006225,0.0
positionID_00000046,0.0
positionID_00000045,0.0
positionID_00006242,0.0
positionID_00006243,0.0
positionID_00006244,0.0
positionID_00006245,0.0
positionID_00006246,0.0
positionID_00006247,0.0
positionID_00006248,0.0
positionID_00006249,0.0
positionID_00006250,0.0
positionID_00006226,0.0
positionID_00006224,0.0
positionID_00006198,0.0
positionID_00006210,0.0
positionID_00006199,0.0
positionID_00006200,0.0
positionID_00006201,0.0
positionID_00006202,0.0
positionID_00006203,0.0
positionID_00006204,0.0
positionID_00006205,0.0
positionID_00006206,0.0
positionID_00006207,0.0
positionID_00006208,0.0
positionID_00006209,0.0
positionID_00006211,0.0
positionID_00006223,0.0
positionID_00006212,0.0
positionID_00006213,0.0
positionID_00006214,0.0
positionID_00006215,0.0
positionID_00006216,0.0
positionID_00006217,0.0
positionID_00006218,0.0
positionID_00006219,0.0
positionID_00006220,0.0
positionID_00006221,0.0
positionID_00006222,0.0
positionID_00006142,0.0
positionID_00006140,0.0
positionID_00006029,0.0
positionID_00006070,0.0
positionID_00006059,0.0
positionID_00006060,0.0
positionID_00006061,0.0
positionID_00006062,0.0
positionID_00006063,0.0
positionID_00006064,0.0
positionID_00006065,0.0
positionID_00006066,0.0
positionID_00006067,0.0
positionID_00006068,0.0
positionID_00006069,0.0
positionID_00006071,0.0
positionID_00006057,0.0
positionID_00006072,0.0
positionID_00006073,0.0
positionID_00006074,0.0
positionID_00006075,0.0
positionID_00000050,0.0
positionID_00006077,0.0
positionID_00006078,0.0
positionID_00006079,0.0
positionID_00006080,0.0
positionID_00006081,0.0
positionID_00006082,0.0
positionID_00006058,0.0
positionID_00006056,0.0
positionID_00006084,0.0
positionID_00006042,0.0
positionID_00006031,0.0
positionID_00006032,0.0
positionID_00006033,0.0
positionID_00006034,0.0
positionID_00006035,0.0
positionID_00000051,0.0
positionID_00006037,0.0
positionID_00006038,0.0
positionID_00006039,0.0
positionID_00006040,0.0
positionID_00006041,0.0
positionID_00006043,0.0
positionID_00006055,0.0
positionID_00006044,0.0
positionID_00006045,0.0
positionID_00006046,0.0
positionID_00006047,0.0
positionID_00006048,0.0
positionID_00006049,0.0
positionID_00006050,0.0
positionID_00006051,0.0
positionID_00006052,0.0
positionID_00006053,0.0
positionID_00006054,0.0
positionID_00006083,0.0
positionID_00006085,0.0
positionID_00006139,0.0
positionID_00006126,0.0
positionID_00006115,0.0
positionID_00006116,0.0
positionID_00006117,0.0
positionID_00006118,0.0
positionID_00006119,0.0
positionID_00006120,0.0
positionID_00006121,0.0
positionID_00006122,0.0
positionID_00006123,0.0
positionID_00006124,0.0
positionID_00006125,0.0
positionID_00006127,0.0
positionID_00006113,0.0
positionID_00006128,0.0
positionID_00006129,0.0
positionID_00006130,0.0
positionID_00006131,0.0
positionID_00006132,0.0
positionID_00006133,0.0
positionID_00006134,0.0
positionID_00006135,0.0
positionID_00006136,0.0
positionID_00006137,0.0
positionID_00006138,0.0
positionID_00006114,0.0
positionID_00006112,0.0
positionID_00000049,0.0
positionID_00006098,0.0
positionID_00006087,0.0
positionID_00006088,0.0
positionID_00006089,0.0
positionID_00006090,0.0
positionID_00006091,0.0
positionID_00006092,0.0
positionID_00006093,0.0
positionID_00006094,0.0
positionID_00006095,0.0
positionID_00006096,0.0
positionID_00006097,0.0
positionID_00006099,0.0
positionID_00006111,0.0
positionID_00006100,0.0
positionID_00006101,0.0
positionID_00006102,0.0
positionID_00006103,0.0
positionID_00006104,0.0
positionID_00006105,0.0
positionID_00006106,0.0
positionID_00006107,0.0
positionID_00006108,0.0
positionID_00006109,0.0
positionID_00006110,0.0
positionID_00006251,0.0
positionID_00006252,0.0
positionID_00006253,0.0
positionID_00006405,0.0
positionID_00006394,0.0
positionID_00006395,0.0
positionID_00006396,0.0
positionID_00006397,0.0
positionID_00006398,0.0
positionID_00006399,0.0
positionID_00006400,0.0
positionID_00006401,0.0
positionID_00006402,0.0
positionID_00006403,0.0
positionID_00006404,0.0
positionID_00006406,0.0
positionID_00006392,0.0
positionID_00006407,0.0
positionID_00006408,0.0
positionID_00006409,0.0
positionID_00006410,0.0
positionID_00006411,0.0
positionID_00006412,0.0
positionID_00006413,0.0
positionID_00006414,0.0
positionID_00006415,0.0
positionID_00006416,0.0
positionID_00006417,0.0
positionID_00006393,0.0
positionID_00006391,0.0
positionID_00006419,0.0
positionID_00006377,0.0
positionID_00006366,0.0
positionID_00006367,0.0
positionID_00006368,0.0
positionID_00006369,0.0
positionID_00006370,0.0
positionID_00006371,0.0
positionID_00006372,0.0
positionID_00006373,0.0
positionID_00006374,0.0
positionID_00006375,0.0
positionID_00006376,0.0
positionID_00006378,0.0
positionID_00006390,0.0
positionID_00006379,0.0
positionID_00006380,0.0
positionID_00006381,0.0
positionID_00006382,0.0
positionID_00006383,0.0
positionID_00006384,0.0
positionID_00006385,0.0
positionID_00006386,0.0
positionID_00006387,0.0
positionID_00006388,0.0
positionID_00006389,0.0
positionID_00006418,0.0
positionID_00006420,0.0
positionID_00006254,0.0
positionID_00006461,0.0
positionID_00006450,0.0
positionID_00006451,0.0
positionID_00006452,0.0
positionID_00006453,0.0
positionID_00006454,0.0
positionID_00006455,0.0
positionID_00006456,0.0
positionID_00006457,0.0
positionID_00006458,0.0
positionID_00006459,0.0
positionID_00006460,0.0
positionID_00006462,0.0
positionID_00006448,0.0
positionID_00006463,0.0
positionID_00006464,0.0
positionID_00006465,0.0
positionID_00006466,0.0
positionID_00006467,0.0
positionID_00006468,0.0
positionID_00006469,0.0
positionID_00006470,0.0
positionID_00006471,0.0
positionID_00006472,0.0
positionID_00006473,0.0
positionID_00006449,0.0
positionID_00006447,0.0
positionID_00006421,0.0
positionID_00006433,0.0
positionID_00006422,0.0
positionID_00006423,0.0
positionID_00006424,0.0
positionID_00006425,0.0
positionID_00006426,0.0
positionID_00006427,0.0
positionID_00006428,0.0
positionID_00006429,0.0
positionID_00006430,0.0
positionID_00006431,0.0
positionID_00006432,0.0
positionID_00006434,0.0
positionID_00006446,0.0
positionID_00006435,0.0
positionID_00006436,0.0
positionID_00006437,0.0
positionID_00006438,0.0
positionID_00006439,0.0
positionID_00000042,0.0
positionID_00006441,0.0
positionID_00006442,0.0
positionID_00006443,0.0
positionID_00006444,0.0
positionID_00006445,0.0
positionID_00006365,0.0
positionID_00006364,0.0
positionID_00006363,0.0
positionID_00006294,0.0
positionID_00006283,0.0
positionID_00006284,0.0
positionID_00006285,0.0
positionID_00006286,0.0
positionID_00006287,0.0
positionID_00006288,0.0
positionID_00006289,0.0
positionID_00006290,0.0
positionID_00006291,0.0
positionID_00006292,0.0
positionID_00006293,0.0
positionID_00006295,0.0
positionID_00006281,0.0
positionID_00006296,0.0
positionID_00006297,0.0
positionID_00006298,0.0
positionID_00006299,0.0
positionID_00006300,0.0
positionID_00006301,0.0
positionID_00006302,0.0
positionID_00006303,0.0
positionID_00006304,0.0
positionID_00006305,0.0
positionID_00006306,0.0
positionID_00006282,0.0
positionID_00006280,0.0
positionID_00006362,0.0
positionID_00006266,0.0
positionID_00006255,0.0
positionID_00006256,0.0
positionID_00006257,0.0
positionID_00006258,0.0
positionID_00006259,0.0
positionID_00006260,0.0
positionID_00006261,0.0
positionID_00006262,0.0
positionID_00006263,0.0
positionID_00006264,0.0
positionID_00006265,0.0
positionID_00006267,0.0
positionID_00006279,0.0
positionID_00006268,0.0
positionID_00006269,0.0
positionID_00006270,0.0
positionID_00006271,0.0
positionID_00006272,0.0
positionID_00006273,0.0
positionID_00006274,0.0
positionID_00006275,0.0
positionID_00000044,0.0
positionID_00006277,0.0
positionID_00006278,0.0
positionID_00006307,0.0
positionID_00006308,0.0
positionID_00006309,0.0
positionID_00006349,0.0
positionID_00006338,0.0
positionID_00006339,0.0
positionID_00006340,0.0
positionID_00006341,0.0
positionID_00006342,0.0
positionID_00006343,0.0
positionID_00006344,0.0
positionID_00000043,0.0
positionID_00006346,0.0
positionID_00006347,0.0
positionID_00006348,0.0
positionID_00006350,0.0
positionID_00006310,0.0
positionID_00006351,0.0
positionID_00006352,0.0
positionID_00006353,0.0
positionID_00006354,0.0
positionID_00006355,0.0
positionID_00006356,0.0
positionID_00006357,0.0
positionID_00006358,0.0
positionID_00006359,0.0
positionID_00006360,0.0
positionID_00006361,0.0
positionID_00006337,0.0
positionID_00006336,0.0
positionID_00006335,0.0
positionID_00006334,0.0
positionID_00006311,0.0
positionID_00006312,0.0
positionID_00006313,0.0
positionID_00006314,0.0
positionID_00006315,0.0
positionID_00006316,0.0
positionID_00006317,0.0
positionID_00006318,0.0
positionID_00006319,0.0
positionID_00006320,0.0
positionID_00006321,0.0
positionID_00006322,0.0
positionID_00006323,0.0
positionID_00006324,0.0
positionID_00006325,0.0
positionID_00006326,0.0
positionID_00006327,0.0
positionID_00006328,0.0
positionID_00006329,0.0
positionID_00006330,0.0
positionID_00006331,0.0
positionID_00006332,0.0
positionID_00006333,0.0
positionID_00006030,0.0
positionID_00006028,0.0
positionID_00006475,0.0
positionID_00005735,0.0
positionID_00005724,0.0
positionID_00005725,0.0
positionID_00005726,0.0
positionID_00005727,0.0
positionID_00000056,0.0
positionID_00005729,0.0
positionID_00005730,0.0
positionID_00005731,0.0
positionID_00005732,0.0
positionID_00005733,0.0
positionID_00005734,0.0
positionID_00000055,0.0
positionID_00005722,0.0
positionID_00005737,0.0
positionID_00005738,0.0
positionID_00005739,0.0
positionID_00005740,0.0
positionID_00005741,0.0
positionID_00005742,0.0
positionID_00005743,0.0
positionID_00005744,0.0
positionID_00005745,0.0
positionID_00005746,0.0
positionID_00005747,0.0
positionID_00005723,0.0
positionID_00005721,0.0
positionID_00005749,0.0
positionID_00005707,0.0
positionID_00005696,0.0
positionID_00005697,0.0
positionID_00005698,0.0
positionID_00005699,0.0
positionID_00005700,0.0
positionID_00005701,0.0
positionID_00005702,0.0
positionID_00005703,0.0
positionID_00005704,0.0
positionID_00005705,0.0
positionID_00005706,0.0
positionID_00005708,0.0
positionID_00005720,0.0
positionID_00005709,0.0
positionID_00005710,0.0
positionID_00005711,0.0
positionID_00005712,0.0
positionID_00005713,0.0
positionID_00005714,0.0
positionID_00005715,0.0
positionID_00005716,0.0
positionID_00005717,0.0
positionID_00005718,0.0
positionID_00005719,0.0
positionID_00005748,0.0
positionID_00005750,0.0
positionID_00005694,0.0
positionID_00005791,0.0
positionID_00005780,0.0
positionID_00005781,0.0
positionID_00005782,0.0
positionID_00005783,0.0
positionID_00005784,0.0
positionID_00005785,0.0
positionID_00005786,0.0
positionID_00005787,0.0
positionID_00005788,0.0
positionID_00005789,0.0
positionID_00005790,0.0
positionID_00005792,0.0
positionID_00005778,0.0
positionID_00005793,0.0
positionID_00005794,0.0
positionID_00005795,0.0
positionID_00005796,0.0
positionID_00005797,0.0
positionID_00005798,0.0
positionID_00005799,0.0
positionID_00005800,0.0
positionID_00005801,0.0
positionID_00005802,0.0
positionID_00005803,0.0
positionID_00005779,0.0
positionID_00005777,0.0
positionID_00005751,0.0
positionID_00005763,0.0
positionID_00005752,0.0
positionID_00005753,0.0
positionID_00005754,0.0
positionID_00005755,0.0
positionID_00005756,0.0
positionID_00005757,0.0
positionID_00005758,0.0
positionID_00005759,0.0
positionID_00005760,0.0
positionID_00005761,0.0
positionID_00005762,0.0
positionID_00005764,0.0
positionID_00005776,0.0
positionID_00005765,0.0
positionID_00005766,0.0
positionID_00005767,0.0
positionID_00005768,0.0
positionID_00005769,0.0
positionID_00005770,0.0
positionID_00005771,0.0
positionID_00005772,0.0
positionID_00005773,0.0
positionID_00005774,0.0
positionID_00005775,0.0
positionID_00005695,0.0
positionID_00005693,0.0
positionID_00006027,0.0
positionID_00005623,0.0
positionID_00005612,0.0
positionID_00005613,0.0
positionID_00000059,0.0
positionID_00005615,0.0
positionID_00005616,0.0
positionID_00005617,0.0
positionID_00005618,0.0
positionID_00005619,0.0
positionID_00005620,0.0
positionID_00005621,0.0
positionID_00005622,0.0
positionID_00005624,0.0
positionID_00005610,0.0
positionID_00005625,0.0
positionID_00005626,0.0
positionID_00005627,0.0
positionID_00005628,0.0
positionID_00005629,0.0
positionID_00005630,0.0
positionID_00005631,0.0
positionID_00005632,0.0
positionID_00005633,0.0
positionID_00005634,0.0
positionID_00005635,0.0
positionID_00005611,0.0
positionID_00005609,0.0
positionID_00000058,0.0
positionID_00005595,0.0
positionID_00005584,0.0
positionID_00005585,0.0
positionID_00005586,0.0
positionID_00005587,0.0
positionID_00005588,0.0
positionID_00005589,0.0
positionID_00005590,0.0
positionID_00005591,0.0
positionID_00005592,0.0
positionID_00005593,0.0
positionID_00000061,0.0
positionID_00005596,0.0
positionID_00005608,0.0
positionID_00005597,0.0
positionID_00005598,0.0
positionID_00005599,0.0
positionID_00005600,0.0
positionID_00000060,0.0
positionID_00005602,0.0
positionID_00005603,0.0
positionID_00005604,0.0
positionID_00005605,0.0
positionID_00005606,0.0
positionID_00005607,0.0
positionID_00005636,0.0
positionID_00005638,0.0
positionID_00005692,0.0
positionID_00005679,0.0
positionID_00005668,0.0
positionID_00005669,0.0
positionID_00005670,0.0
positionID_00005671,0.0
positionID_00005672,0.0
positionID_00005673,0.0
positionID_00005674,0.0
positionID_00005675,0.0
positionID_00005676,0.0
positionID_00005677,0.0
positionID_00005678,0.0
positionID_00005680,0.0
positionID_00005666,0.0
positionID_00005681,0.0
positionID_00005682,0.0
positionID_00005683,0.0
positionID_00005684,0.0
positionID_00005685,0.0
positionID_00005686,0.0
positionID_00005687,0.0
positionID_00005688,0.0
positionID_00005689,0.0
positionID_00005690,0.0
positionID_00005691,0.0
positionID_00005667,0.0
positionID_00005665,0.0
positionID_00005639,0.0
positionID_00005651,0.0
positionID_00005640,0.0
positionID_00005641,0.0
positionID_00005642,0.0
positionID_00005643,0.0
positionID_00005644,0.0
positionID_00005645,0.0
positionID_00005646,0.0
positionID_00005647,0.0
positionID_00005648,0.0
positionID_00005649,0.0
positionID_00005650,0.0
positionID_00005652,0.0
positionID_00005664,0.0
positionID_00005653,0.0
positionID_00005654,0.0
positionID_00005655,0.0
positionID_00005656,0.0
positionID_00005657,0.0
positionID_00005658,0.0
positionID_00005659,0.0
positionID_00005660,0.0
positionID_00005661,0.0
positionID_00005662,0.0
positionID_00005663,0.0
positionID_00005804,0.0
positionID_00005805,0.0
positionID_00005806,0.0
positionID_00005958,0.0
positionID_00005947,0.0
positionID_00005948,0.0
positionID_00005949,0.0
positionID_00005950,0.0
positionID_00005951,0.0
positionID_00005952,0.0
positionID_00005953,0.0
positionID_00005954,0.0
positionID_00005955,0.0
positionID_00005956,0.0
positionID_00005957,0.0
positionID_00005959,0.0
positionID_00005945,0.0
positionID_00005960,0.0
positionID_00005961,0.0
positionID_00005962,0.0
positionID_00005963,0.0
positionID_00005964,0.0
positionID_00005965,0.0
positionID_00005966,0.0
positionID_00005967,0.0
positionID_00005968,0.0
positionID_00005969,0.0
positionID_00005970,0.0
positionID_00005946,0.0
positionID_00005944,0.0
positionID_00005972,0.0
positionID_00005930,0.0
positionID_00005919,0.0
positionID_00005920,0.0
positionID_00005921,0.0
positionID_00005922,0.0
positionID_00005923,0.0
positionID_00005924,0.0
positionID_00005925,0.0
positionID_00005926,0.0
positionID_00005927,0.0
positionID_00005928,0.0
positionID_00005929,0.0
positionID_00005931,0.0
positionID_00000054,0.0
positionID_00005932,0.0
positionID_00005933,0.0
positionID_00005934,0.0
positionID_00005935,0.0
positionID_00005936,0.0
positionID_00005937,0.0
positionID_00005938,0.0
positionID_00005939,0.0
positionID_00005940,0.0
positionID_00005941,0.0
positionID_00005942,0.0
positionID_00005971,0.0
positionID_00005973,0.0
positionID_00005807,0.0
positionID_00006014,0.0
positionID_00006003,0.0
positionID_00006004,0.0
positionID_00006005,0.0
positionID_00006006,0.0
positionID_00006007,0.0
positionID_00006008,0.0
positionID_00006009,0.0
positionID_00006010,0.0
positionID_00006011,0.0
positionID_00006012,0.0
positionID_00006013,0.0
positionID_00006015,0.0
positionID_00006001,0.0
positionID_00006016,0.0
positionID_00006017,0.0
positionID_00006018,0.0
positionID_00006019,0.0
positionID_00006020,0.0
positionID_00006021,0.0
positionID_00006022,0.0
positionID_00006023,0.0
positionID_00006024,0.0
positionID_00006025,0.0
positionID_00006026,0.0
positionID_00006002,0.0
positionID_00000053,0.0
positionID_00005974,0.0
positionID_00005986,0.0
positionID_00005975,0.0
positionID_00005976,0.0
positionID_00005977,0.0
positionID_00005978,0.0
positionID_00005979,0.0
positionID_00005980,0.0
positionID_00005981,0.0
positionID_00005982,0.0
positionID_00005983,0.0
positionID_00005984,0.0
positionID_00005985,0.0
positionID_00005987,0.0
positionID_00005999,0.0
positionID_00005988,0.0
positionID_00005989,0.0
positionID_00005990,0.0
positionID_00005991,0.0
positionID_00005992,0.0
positionID_00005993,0.0
positionID_00005994,0.0
positionID_00005995,0.0
positionID_00005996,0.0
positionID_00005997,0.0
positionID_00005998,0.0
positionID_00005918,0.0
positionID_00005917,0.0
positionID_00005916,0.0
positionID_00005847,0.0
positionID_00005836,0.0
positionID_00005837,0.0
positionID_00005838,0.0
positionID_00005839,0.0
positionID_00005840,0.0
positionID_00005841,0.0
positionID_00005842,0.0
positionID_00005843,0.0
positionID_00005844,0.0
positionID_00005845,0.0
positionID_00005846,0.0
positionID_00005848,0.0
positionID_00005834,0.0
positionID_00005849,0.0
positionID_00005850,0.0
positionID_00005851,0.0
positionID_00005852,0.0
positionID_00005853,0.0
positionID_00005854,0.0
positionID_00005855,0.0
positionID_00005856,0.0
positionID_00005857,0.0
positionID_00005858,0.0
positionID_00005859,0.0
positionID_00005835,0.0
positionID_00005833,0.0
positionID_00005915,0.0
positionID_00005819,0.0
positionID_00005808,0.0
positionID_00005809,0.0
positionID_00005810,0.0
positionID_00005811,0.0
positionID_00005812,0.0
positionID_00005813,0.0
positionID_00005814,0.0
positionID_00005815,0.0
positionID_00005816,0.0
positionID_00005817,0.0
positionID_00005818,0.0
positionID_00005820,0.0
positionID_00005832,0.0
positionID_00005821,0.0
positionID_00005822,0.0
positionID_00005823,0.0
positionID_00005824,0.0
positionID_00005825,0.0
positionID_00005826,0.0
positionID_00005827,0.0
positionID_00005828,0.0
positionID_00005829,0.0
positionID_00005830,0.0
positionID_00005831,0.0
positionID_00005860,0.0
positionID_00005861,0.0
positionID_00005862,0.0
positionID_00005902,0.0
positionID_00005891,0.0
positionID_00005892,0.0
positionID_00005893,0.0
positionID_00005894,0.0
positionID_00005895,0.0
positionID_00005896,0.0
positionID_00005897,0.0
positionID_00005898,0.0
positionID_00005899,0.0
positionID_00005900,0.0
positionID_00005901,0.0
positionID_00005903,0.0
positionID_00005863,0.0
positionID_00005904,0.0
positionID_00005905,0.0
positionID_00005906,0.0
positionID_00005907,0.0
positionID_00005908,0.0
positionID_00005909,0.0
positionID_00005910,0.0
positionID_00005911,0.0
positionID_00005912,0.0
positionID_00005913,0.0
positionID_00005914,0.0
positionID_00005890,0.0
positionID_00005889,0.0
positionID_00005888,0.0
positionID_00005887,0.0
positionID_00005864,0.0
positionID_00005865,0.0
positionID_00005866,0.0
positionID_00005867,0.0
positionID_00005868,0.0
positionID_00005869,0.0
positionID_00005870,0.0
positionID_00005871,0.0
positionID_00005872,0.0
positionID_00005873,0.0
positionID_00005874,0.0
positionID_00005875,0.0
positionID_00005876,0.0
positionID_00005877,0.0
positionID_00005878,0.0
