auc-mean,auc-stdv,binary_logloss-mean,binary_logloss-stdv
0.756283914104,0.00102357829653,0.104424732575,0.000969686146684
0.756626433921,0.001067684289,0.104363356556,0.00096497788251
0.756818248593,0.00107464230036,0.104309812342,0.000961883987706
0.75704058102,0.00111301274731,0.10425887465,0.000964708557226
0.757351309856,0.0012706163382,0.104204912348,0.0009576735537
0.757847414673,0.00103969201577,0.104150265149,0.000953550482312
0.758015852526,0.00108791390176,0.104113205985,0.000951467910158
0.758728527558,0.0010537343082,0.104050972472,0.000969604069152
0.759166381729,0.0010883186736,0.103997382027,0.00096878649764
0.759517688059,0.00113281512549,0.103953164779,0.000975106711389
0.759686462538,0.0011151207224,0.103918154994,0.000980304689645
0.759933222818,0.00117272213026,0.103884255295,0.000982718729895
0.760080961044,0.00114123866815,0.10385624288,0.00098572260821
0.760301620831,0.00125707021039,0.103822848478,0.000988096871627
0.760760359802,0.00116957422886,0.10378095175,0.00098119904739
0.760920909031,0.00112970785877,0.103753796422,0.000975771672305
0.761140503831,0.00104714868819,0.103722844081,0.000977428748039
0.761221645106,0.00104633313506,0.103698496297,0.00097688025589
0.761366703239,0.0010395345331,0.103671625087,0.000980428352423
0.761554752579,0.00112395151103,0.103641397412,0.000981403050845
0.761780665336,0.0010679280457,0.103613029549,0.000980365160593
0.76187047019,0.00101910913683,0.103592509126,0.000982164293426
0.761979078986,0.0010183150681,0.103570377544,0.000979525511478
0.762140745803,0.000961907094002,0.103548092323,0.000974631106051
0.762288668317,0.000933042506988,0.103527526542,0.000976829429587
0.762437450518,0.00103334255833,0.103507481866,0.000977356877591
0.762480714685,0.00102255959053,0.103496159083,0.000978057830067
0.762546474455,0.00101942355364,0.103482671062,0.000973892053594
0.762687159233,0.00104188089232,0.103464788927,0.000972826602936
0.762866140592,0.00109830128789,0.103440163333,0.000964952239819
0.763017822742,0.00109059641519,0.103421458833,0.000955238959277
0.763189232894,0.000982974840104,0.103399788849,0.000960373302285
0.763276522017,0.000977188346774,0.103384545862,0.000955572780344
0.763460932655,0.000920403679654,0.103366269838,0.000949676061677
0.763520505118,0.00094576219807,0.103354722924,0.000951067195167
0.763706195668,0.000986356822652,0.103332731684,0.000946990725764
0.763780844669,0.0010303198424,0.103323052664,0.000949152314707
0.763814124213,0.00102123472639,0.103313175262,0.000949248643548
0.763890496669,0.00105747981568,0.103302828435,0.000948866113149
0.763889664687,0.00107060177361,0.103295178338,0.000949460021966
0.764120344192,0.00115923546576,0.103273421062,0.000947912348147
0.764433111543,0.00103733914381,0.103245068126,0.000949074188203
0.764492839256,0.00104859585539,0.103235886691,0.000949016060468
0.764550383502,0.00100258511915,0.103226540449,0.000947339632799
0.764590978743,0.0010199916785,0.103216815886,0.000948426021184
0.76465726938,0.00103300039291,0.103205912607,0.000951275381761
0.764910414224,0.00105870691686,0.103181748883,0.000951283340825
0.765063277257,0.00104397069642,0.103165026217,0.000947382696789
0.765128875233,0.00100276935049,0.103153825629,0.000948955143206
0.765225847046,0.0010227167546,0.103139233112,0.000943620369945
0.765348901981,0.00107612432604,0.103123989184,0.00094647962544
0.765516343289,0.00117623444365,0.103105132232,0.000948858342963
0.765597865543,0.00114759197743,0.103093425005,0.000948405132366
0.765699650302,0.00119098209917,0.103080998536,0.000948433459917
0.765824642925,0.0012012639286,0.10306737325,0.00094130124355
0.765879057621,0.00123076880217,0.103058195417,0.000943660158975
0.765951853176,0.00121710115996,0.103049685929,0.000942267775732
0.766029801973,0.00124743633184,0.103039269045,0.000947597820004
0.766125975181,0.00123530428465,0.103029864424,0.000949625992631
0.766197914455,0.00125608416824,0.103021613683,0.000946492956387
0.766228213145,0.00125941774138,0.103016848581,0.000946770233432
0.766297721252,0.0012507549411,0.103007818444,0.000945141038471
0.766354467442,0.00126293155186,0.102999766877,0.000939956079302
0.766386918708,0.0012098070353,0.102994763558,0.000940892401769
0.766443403165,0.00114877259869,0.10298864635,0.000944514094251
0.76651067594,0.00109204348279,0.102980581746,0.000949315962161
0.76665539361,0.00115982092529,0.102966417621,0.000941473892621
0.766734243593,0.00120557871875,0.102957934889,0.000938701737841
0.7668062012,0.00120444200519,0.102950765797,0.000942428114388
0.766854973986,0.00120456642963,0.102944967716,0.000942272496895
0.766918897297,0.00118893605806,0.102937989569,0.000940285697288
0.766972428195,0.00117204217853,0.102932363346,0.000943371370687
0.767055986341,0.00116399435204,0.102922421305,0.000935547495879
0.767104714736,0.00117015637794,0.102916900377,0.000934340116761
0.767181453723,0.00117596329872,0.102909393796,0.000929381854208
0.767212497259,0.00119480421857,0.102904255724,0.000927601683351
0.767255646459,0.00122598191887,0.102899581001,0.00092764554956
0.767331293752,0.00127664609315,0.102892295485,0.000929522260109
0.767427475762,0.0013039320459,0.102882628246,0.000930797446511
0.767436822247,0.00129968497659,0.102879319561,0.000931466643361
0.767590883835,0.00124236846437,0.102864975199,0.000936447541015
0.767599544218,0.00124861012946,0.102860582678,0.00093630050305
0.767632433762,0.00127225393023,0.102854860639,0.00093403323307
0.767701124944,0.00128675191968,0.102847929339,0.000931963468244
0.767755600965,0.00131886423282,0.102841506472,0.000930948524515
0.76782494969,0.00132618130463,0.102834640002,0.000932176362493
0.767878976479,0.00136853451478,0.102828466313,0.000934440491237
0.767934758929,0.00137748246715,0.102822416225,0.00093530598764
0.767996348458,0.0013887881206,0.102817668004,0.000933600332211
0.768173152901,0.00136107738887,0.102802409437,0.000937372795566
0.768210769893,0.00131034942946,0.102797324858,0.000938370664417
0.768270143149,0.00130528207399,0.10279286079,0.000941633444612
0.768302835927,0.00128259605779,0.102787986346,0.00094123741491
0.768337812532,0.0013116353405,0.102783179413,0.000943783499456
0.768379033641,0.00132115094958,0.102778002193,0.000941678174613
0.7684385758,0.00134318156869,0.102771547496,0.000945018833337
0.768479360936,0.00132675270396,0.102765116161,0.00093912787253
0.768522427035,0.00130456187256,0.102759669947,0.000942176640929
0.768552003258,0.00131032456148,0.102755564377,0.000940497489555
0.768599970907,0.00128159999164,0.102751265215,0.000939997554447
0.768649154183,0.00127014380878,0.10274560836,0.000940260619516
0.768654697923,0.00127983453563,0.102744471051,0.00093999015318
0.768693616111,0.00129569335638,0.102740402799,0.000938811765329
0.768715635454,0.00130013445183,0.102755443075,0.000937081006464
0.768820418412,0.00125962719527,0.102745053707,0.000936125251214
0.768889216608,0.00123096100152,0.102736851023,0.000930247758442
0.768938665684,0.00123254204476,0.102731702478,0.000929363189998
0.769061285947,0.00125149514206,0.102721646404,0.000925564357867
0.769209392599,0.00132609779659,0.102717355855,0.000918116095261
0.769345879875,0.00135291428623,0.102704347126,0.000912807406867
0.769498580131,0.00133977920413,0.102691238686,0.000910060669771
0.769641980987,0.00136609766177,0.102688132897,0.000900133818328
0.769696785576,0.00142370089836,0.102683264927,0.00089609889739
0.769770119366,0.0014168979439,0.102669057131,0.00090036429467
0.769780304709,0.00141530772473,0.102676193432,0.000895064278209
0.769846063518,0.00139194536843,0.102678134215,0.000887601391093
0.769982108662,0.0014458302869,0.102666399551,0.000884964360712
0.77002022875,0.00142573605347,0.102662167103,0.000886933520255
0.770091745279,0.00143427682472,0.102656377758,0.000883591059437
0.77010656339,0.00142085732136,0.102645927312,0.000890743618996
0.770171675853,0.00143761742774,0.102640805434,0.000886383792594
